id,type,lat,lon,install_date,last_maintenance,status,usage_level,region,depth_m,capacity_kw
ASSET-0210,solar_system,12.649115,39.550161,2022-02-18,2023-05-06,operational,medium,Addis Ababa,,29.16
ASSET-0211,borehole,6.064459,26.470635,2016-04-23,2021-06-10,critical,low,Asmara,99,
ASSET-0212,borehole,14.501656,32.878074,2022-10-30,2023-05-21,degraded,medium,Addis Ababa,38,
ASSET-0213,borehole,5.18245,35.001558,2006-01-07,2006-12-21,operational,medium,Mombasa,80,
ASSET-0214,solar_system,7.12521,35.310115,2012-05-10,2019-08-01,operational,high,Addis Ababa,,37.36
ASSET-0215,solar_system,1.727469,41.565788,2016-12-09,2022-07-07,degraded,low,Kisumu,,41.06
ASSET-0216,solar_system,8.476128,44.597961,2018-02-03,2021-08-16,critical,medium,Bujumbura,,34.87
ASSET-0217,borehole,4.491804,44.341414,2022-07-24,2023-09-24,degraded,low,Mombasa,26,
ASSET-0218,solar_system,5.484647,39.423657,2022-05-17,2023-07-10,operational,medium,Juba,,3.03
ASSET-0219,borehole,-4.621253,31.27385,2008-05-25,2017-09-27,degraded,medium,Lusaka,119,
ASSET-0220,solar_system,9.115505,35.373664,2017-07-31,2021-04-22,offline,medium,Kampala,,19.78
ASSET-0221,borehole,13.242483,31.84654,2012-12-12,2020-08-10,critical,medium,Antananarivo,102,
ASSET-0222,solar_system,4.683602,44.146748,2011-04-05,2023-11-09,operational,high,Mombasa,,49.14
ASSET-0223,solar_system,8.804798,34.780062,2015-10-06,2019-10-03,degraded,high,Lusaka,,36.5
ASSET-0224,solar_system,6.469536,35.863818,2013-11-07,2023-02-10,operational,high,Kigali,,8.6
ASSET-0225,borehole,14.106274,26.580589,2014-12-03,2022-05-11,operational,medium,Maputo,45,
ASSET-0226,solar_system,8.923426,27.745459,2018-10-23,2023-01-17,degraded,low,Mwanza,,33.99
ASSET-0227,borehole,-3.950178,33.266027,2021-02-02,2023-10-27,operational,high,Harare,20,
ASSET-0228,borehole,8.057856,42.612949,2015-09-02,2021-02-07,degraded,high,Mogadishu,56,
ASSET-0229,solar_system,7.917958,43.158739,2007-01-03,2021-09-19,degraded,medium,Maputo,,36.57
ASSET-0230,borehole,3.3577,41.752098,2005-10-25,2014-10-20,critical,low,Juba,115,
ASSET-0231,solar_system,-4.814657,36.359237,2007-05-30,2015-01-02,operational,high,Kampala,,27.85
ASSET-0232,solar_system,12.021195,34.360415,2009-04-29,2011-12-07,operational,medium,Addis Ababa,,32.94
ASSET-0233,borehole,9.732358,40.815353,2017-09-26,2019-12-26,operational,high,Nairobi,71,
ASSET-0234,solar_system,1.558533,33.016665,2007-02-21,2011-05-14,offline,medium,Entebbe,,46.89
ASSET-0235,borehole,2.671488,33.93471,2010-12-28,2018-06-19,operational,medium,Lilongwe,21,
ASSET-0236,solar_system,8.855372,26.242487,2007-08-27,2018-03-04,operational,medium,Asmara,,25.87
ASSET-0237,solar_system,7.774227,43.812712,2013-03-30,2020-03-20,operational,high,Kigali,,24.69
ASSET-0238,solar_system,2.472497,39.038815,2015-07-25,2021-09-02,critical,high,Mombasa,,38.45
ASSET-0239,borehole,3.93496,39.075323,2006-10-02,2019-06-27,operational,high,Entebbe,84,
ASSET-0240,borehole,5.733203,28.290743,2016-09-02,2021-09-15,operational,low,Kisumu,94,
ASSET-0241,solar_system,12.977787,33.909654,2006-04-01,2016-07-01,operational,medium,Dar es Salaam,,28.85
ASSET-0242,solar_system,9.465602,32.918974,2005-01-25,2021-11-16,operational,low,Maputo,,22.05
ASSET-0243,borehole,14.882473,43.691656,2006-07-20,2017-03-21,operational,medium,Mwanza,118,
ASSET-0244,borehole,2.489218,42.826672,2015-01-23,2019-05-18,operational,medium,Mogadishu,104,
ASSET-0245,borehole,-2.627337,44.856936,2013-10-25,2019-10-30,operational,high,Asmara,20,
ASSET-0246,borehole,4.260078,39.38188,2014-07-07,2020-07-23,operational,low,Maputo,78,
ASSET-0247,solar_system,0.512995,43.748207,2021-04-06,2023-06-28,operational,high,Addis Ababa,,21.83
ASSET-0248,borehole,-0.878368,27.017934,2005-10-03,2015-11-07,degraded,medium,Harare,26,
ASSET-0249,borehole,3.045307,29.686786,2009-11-15,2011-03-22,operational,high,Kampala,49,
ASSET-0250,solar_system,6.958353,38.450638,2012-03-11,2017-08-02,operational,low,Kisumu,,33.52
ASSET-0251,borehole,1.010019,26.219153,2018-04-09,2020-04-25,degraded,medium,Mogadishu,83,
ASSET-0252,borehole,13.831728,38.42685,2022-08-17,2023-06-11,operational,medium,Asmara,39,
ASSET-0253,solar_system,-1.32242,35.758565,2010-05-29,2015-07-18,operational,medium,Djibouti City,,40.58
ASSET-0254,borehole,3.25355,33.330157,2016-11-20,2018-06-22,operational,low,Mwanza,62,
ASSET-0255,borehole,11.942668,26.84928,2021-04-02,2023-08-29,operational,low,Antananarivo,106,
ASSET-0256,borehole,-1.236734,40.233928,2021-03-31,2023-03-18,degraded,medium,Dar es Salaam,62,
ASSET-0257,solar_system,-0.763845,28.800474,2021-08-19,2022-01-16,degraded,high,Nairobi,,45.85
ASSET-0258,borehole,13.302529,36.041586,2022-05-25,2023-04-09,operational,medium,Djibouti City,65,
ASSET-0259,solar_system,2.192892,42.656239,2015-06-15,2016-08-21,critical,medium,Lilongwe,,38.44
ASSET-0260,solar_system,2.414098,33.278603,2017-08-14,2020-03-07,degraded,low,Lusaka,,28.34
ASSET-0261,solar_system,-1.951772,31.597306,2013-07-09,2019-12-28,critical,medium,Maputo,,33.25
ASSET-0262,solar_system,10.267213,34.772422,2021-03-25,2023-02-10,degraded,medium,Lilongwe,,37.04
ASSET-0263,solar_system,-2.200829,35.930927,2009-02-16,2021-05-15,offline,high,Juba,,26.91
ASSET-0264,borehole,10.286777,33.247844,2019-02-23,2020-07-10,operational,low,Kampala,47,
ASSET-0265,solar_system,-3.790998,37.754572,2018-10-30,2021-08-14,degraded,low,Asmara,,27.31
ASSET-0266,solar_system,-4.665477,39.443854,2017-01-06,2020-04-24,operational,high,Nairobi,,34.19
ASSET-0267,borehole,13.360977,35.487708,2010-05-29,2014-10-17,degraded,low,Kigali,65,
ASSET-0268,solar_system,-3.419615,44.185956,2015-04-19,2021-09-18,operational,medium,Djibouti City,,16.05
ASSET-0269,borehole,-3.12999,32.58528,2017-05-25,2022-10-25,operational,low,Kampala,41,
ASSET-0270,borehole,11.906596,37.898145,2012-06-06,2014-08-26,critical,high,Dodoma,49,
ASSET-0271,borehole,4.510006,25.931239,2006-09-02,2022-02-06,offline,high,Kisumu,92,
ASSET-0272,borehole,13.575327,31.289694,2009-08-25,2022-11-23,operational,high,Juba,70,
ASSET-0273,borehole,-1.750995,29.809444,2013-09-23,2021-05-27,critical,medium,Maputo,116,
ASSET-0274,borehole,5.015857,44.486467,2006-03-16,2008-06-23,operational,high,Dar es Salaam,63,
ASSET-0275,solar_system,-4.407487,30.466541,2015-02-08,2020-09-08,operational,medium,Bujumbura,,19.71
ASSET-0276,borehole,8.213438,26.713882,2018-11-16,2020-08-11,critical,medium,Kisumu,30,
ASSET-0277,solar_system,2.6,40.677806,2008-06-17,2017-04-12,operational,low,Addis Ababa,,1.75
ASSET-0278,solar_system,2.19835,30.395329,2007-12-22,2010-01-05,operational,medium,Antananarivo,,28.4
ASSET-0279,solar_system,-4.474762,32.078286,2007-02-02,2020-07-23,degraded,medium,Kigali,,20.18
ASSET-0280,solar_system,2.755991,26.69399,2017-07-20,2020-05-09,degraded,low,Mogadishu,,19.97
ASSET-0281,borehole,1.022625,34.862479,2006-06-03,2010-04-02,operational,medium,Lilongwe,81,
ASSET-0282,borehole,0.033995,29.931801,2019-01-08,2021-11-18,degraded,low,Asmara,33,
ASSET-0283,borehole,-4.864653,32.91384,2018-11-29,2021-02-14,critical,medium,Maputo,62,
ASSET-0284,solar_system,-2.277511,31.413303,2020-08-05,2021-10-20,operational,low,Mombasa,,20.81
ASSET-0285,solar_system,9.697487,37.658049,2017-12-01,2020-09-18,operational,low,Maputo,,39.61
ASSET-0286,solar_system,13.641343,28.996001,2017-03-28,2019-05-03,degraded,medium,Kigali,,47.72
ASSET-0287,solar_system,3.769099,30.826624,2020-07-16,2021-01-03,critical,high,Lusaka,,21.34
ASSET-0288,solar_system,7.666721,29.840423,2019-10-10,2020-09-19,degraded,high,Addis Ababa,,5.09
ASSET-0289,solar_system,3.016102,35.132253,2020-07-07,2022-12-10,degraded,high,Kisumu,,18.94
ASSET-0290,borehole,10.379081,38.152033,2012-12-18,2014-11-29,degraded,low,Kigali,102,
ASSET-0291,solar_system,14.314336,33.609111,2005-03-28,2007-07-13,operational,medium,Bujumbura,,26.66
ASSET-0292,borehole,2.482391,34.261264,2020-03-29,2023-08-16,degraded,low,Antananarivo,23,
ASSET-0293,solar_system,0.908644,43.410951,2006-12-05,2009-08-11,critical,medium,Kigali,,18.39
ASSET-0294,solar_system,10.6854,35.422297,2012-10-24,2018-03-27,operational,medium,Antananarivo,,23.44
ASSET-0295,borehole,-4.106339,39.21558,2005-07-05,2013-04-14,degraded,medium,Maputo,41,
ASSET-0296,borehole,-1.510935,28.202714,2017-07-23,2022-06-03,offline,low,Entebbe,71,
ASSET-0297,borehole,7.809578,33.642689,2005-08-28,2022-04-11,degraded,low,Juba,95,
ASSET-0298,solar_system,-4.910999,29.295922,2011-03-31,2012-09-23,degraded,high,Djibouti City,,27.54
ASSET-0299,solar_system,-1.058514,27.279099,2020-01-17,2022-11-14,degraded,medium,Bujumbura,,30.45
ASSET-0300,solar_system,-2.715359,32.039698,2015-04-09,2022-04-10,operational,medium,Kisumu,,40.33
ASSET-0301,borehole,1.263715,29.771455,2007-08-17,2011-10-24,operational,low,Addis Ababa,69,
ASSET-0302,solar_system,-2.242654,32.674199,2009-03-02,2020-02-29,degraded,medium,Mombasa,,32.8
ASSET-0303,borehole,-1.66269,30.776695,2009-03-13,2016-05-02,critical,medium,Mwanza,65,
ASSET-0304,borehole,-2.269306,41.304319,2017-08-06,2023-05-07,degraded,medium,Dodoma,82,
ASSET-0305,solar_system,4.77399,26.653413,2005-09-10,2023-08-16,critical,low,Antananarivo,,14.83
ASSET-0306,solar_system,10.614804,36.313009,2022-04-30,2023-10-19,degraded,low,Juba,,7.04
ASSET-0307,solar_system,11.452219,25.83221,2021-02-15,2022-06-11,degraded,high,Mwanza,,6.47
ASSET-0308,borehole,12.496197,25.644608,2010-11-23,2018-10-17,critical,low,Maputo,35,
ASSET-0309,borehole,11.214054,36.758478,2012-11-12,2022-08-08,degraded,medium,Lusaka,41,
ASSET-0310,borehole,11.270597,41.10881,2017-10-15,2021-10-20,degraded,medium,Lusaka,41,
ASSET-0311,solar_system,0.786665,30.346861,2016-07-16,2017-09-09,operational,high,Maputo,,21.46
ASSET-0312,borehole,12.340952,27.537763,2007-12-24,2013-08-29,operational,medium,Lilongwe,51,
ASSET-0313,solar_system,-2.156567,37.64804,2019-01-31,2021-06-27,operational,low,Dodoma,,40.04
ASSET-0314,borehole,5.312269,30.564514,2013-04-12,2018-06-17,offline,medium,Djibouti City,20,
ASSET-0315,borehole,7.696811,38.94578,2006-06-03,2018-06-28,operational,high,Antananarivo,47,
ASSET-0316,solar_system,1.457303,30.671862,2017-04-11,2023-11-03,operational,high,Lilongwe,,39.73
ASSET-0317,borehole,-3.008505,40.677795,2015-04-23,2015-07-28,operational,high,Kampala,76,
ASSET-0318,solar_system,14.836765,33.555986,2020-06-11,2021-04-07,critical,medium,Nairobi,,43.91
ASSET-0319,solar_system,8.091759,30.007786,2013-05-05,2020-11-15,offline,low,Dar es Salaam,,20.72
ASSET-0320,solar_system,3.584619,26.823984,2007-02-19,2007-03-29,operational,low,Harare,,30.29
ASSET-0321,solar_system,-4.838749,31.871483,2007-09-15,2017-04-04,degraded,medium,Nairobi,,12.6
ASSET-0322,borehole,-2.935969,32.351234,2011-09-18,2014-11-14,operational,high,Kigali,37,
ASSET-0323,borehole,5.610166,25.169495,2019-07-31,2020-07-31,operational,medium,Dar es Salaam,100,
ASSET-0324,borehole,7.32152,33.847677,2009-11-15,2011-11-25,critical,low,Mogadishu,35,
ASSET-0325,solar_system,14.264974,31.290073,2008-02-20,2013-10-10,operational,low,Asmara,,28.34
ASSET-0326,solar_system,11.957842,38.168107,2011-10-08,2016-06-16,degraded,medium,Nairobi,,37.77
ASSET-0327,solar_system,10.676032,40.875561,2010-05-15,2021-07-20,operational,low,Kampala,,32.45
ASSET-0328,borehole,12.774491,25.24134,2013-02-06,2023-08-28,operational,medium,Entebbe,92,
ASSET-0329,solar_system,5.927124,28.455406,2015-07-26,2016-06-18,operational,low,Asmara,,14.22
ASSET-0330,borehole,13.9736,32.9595,2011-06-05,2022-09-29,critical,medium,Kampala,71,
ASSET-0331,borehole,5.753107,28.053609,2006-11-16,2013-11-27,operational,high,Mwanza,39,
ASSET-0332,solar_system,6.728743,40.264483,2019-07-30,2023-06-23,degraded,medium,Djibouti City,,22.72
ASSET-0333,borehole,-0.110405,43.492555,2007-08-09,2017-11-08,degraded,low,Kampala,105,
ASSET-0334,borehole,-4.746701,27.744236,2005-04-03,2009-01-04,operational,medium,Kigali,86,
ASSET-0335,solar_system,2.437389,39.995528,2011-01-11,2013-10-04,critical,low,Juba,,40.64
ASSET-0336,solar_system,-3.72256,39.246465,2017-12-07,2018-11-17,operational,medium,Entebbe,,4.19
ASSET-0337,borehole,-1.8538,40.466579,2017-11-15,2019-04-01,operational,medium,Asmara,25,
ASSET-0338,borehole,-4.080369,32.27953,2008-05-14,2012-06-18,offline,high,Harare,90,
ASSET-0339,solar_system,1.43604,33.325132,2021-02-26,2022-02-18,operational,low,Harare,,19.58
ASSET-0340,borehole,-0.536299,35.315483,2006-01-12,2015-02-08,operational,medium,Juba,56,
ASSET-0341,solar_system,-3.27229,34.134924,2013-04-11,2015-08-10,operational,high,Bujumbura,,37.37
ASSET-0342,borehole,2.365473,44.437155,2022-05-01,2022-12-17,degraded,medium,Antananarivo,51,
ASSET-0343,borehole,13.647951,25.478205,2017-02-23,2021-02-10,degraded,medium,Nairobi,21,
ASSET-0344,solar_system,10.178583,32.525497,2021-07-22,2023-09-04,operational,low,Nairobi,,49.18
ASSET-0345,solar_system,14.223701,44.451185,2008-03-12,2014-07-21,operational,high,Dodoma,,45.02
ASSET-0346,solar_system,4.169161,39.957988,2018-01-10,2019-03-07,degraded,medium,Asmara,,20.63
ASSET-0347,borehole,8.248879,27.614166,2011-07-18,2017-06-24,critical,high,Mogadishu,70,
ASSET-0348,solar_system,4.055157,29.672225,2009-07-19,2012-09-06,critical,medium,Bujumbura,,9.04
ASSET-0349,borehole,4.321102,33.130251,2017-01-08,2021-02-13,offline,low,Antananarivo,59,
ASSET-0350,solar_system,12.049644,26.808418,2020-05-22,2022-03-06,critical,medium,Lilongwe,,3.46
ASSET-0351,solar_system,-3.175742,29.964376,2012-12-24,2017-07-04,degraded,medium,Addis Ababa,,14.12
ASSET-0352,borehole,14.041932,42.092026,2017-06-21,2023-09-21,operational,medium,Nairobi,37,
ASSET-0353,borehole,-3.766616,40.6192,2009-12-26,2012-12-30,operational,medium,Nairobi,107,
ASSET-0354,borehole,6.722375,43.348572,2006-09-07,2007-04-03,offline,low,Kisumu,102,
ASSET-0355,solar_system,-3.160427,41.945509,2012-06-09,2015-04-08,operational,medium,Addis Ababa,,9.65
ASSET-0356,solar_system,4.922528,32.654589,2014-07-28,2016-08-03,operational,high,Djibouti City,,14.84
ASSET-0357,solar_system,-4.307011,37.383531,2010-07-07,2017-03-19,operational,high,Addis Ababa,,24.73
ASSET-0358,borehole,2.660306,33.384696,2019-06-01,2023-12-19,degraded,medium,Lilongwe,89,
ASSET-0359,borehole,10.638315,32.182242,2017-03-19,2022-09-24,operational,medium,Djibouti City,61,
ASSET-0360,solar_system,-1.403683,31.377551,2009-11-30,2010-08-27,critical,high,Lilongwe,,4.34
ASSET-0361,solar_system,2.148658,36.679778,2010-03-22,2013-11-18,operational,medium,Entebbe,,14.43
ASSET-0362,borehole,6.513842,44.653293,2013-09-17,2017-10-09,offline,high,Harare,42,
ASSET-0363,borehole,6.85039,41.124205,2020-08-24,2022-09-27,offline,low,Harare,109,
ASSET-0364,solar_system,6.27213,36.262178,2009-03-23,2020-05-06,degraded,low,Kisumu,,3.34
ASSET-0365,borehole,7.033256,25.39856,2015-09-21,2015-10-23,operational,medium,Harare,36,
ASSET-0366,solar_system,13.375616,41.885682,2012-04-04,2013-09-03,operational,medium,Juba,,45.99
ASSET-0367,borehole,12.213389,44.211175,2013-05-19,2021-05-12,offline,medium,Entebbe,32,
ASSET-0368,solar_system,1.452064,44.517213,2021-06-05,2022-09-25,critical,high,Maputo,,32.99
ASSET-0369,borehole,8.871208,43.576904,2022-08-27,2023-03-27,operational,medium,Mwanza,42,
ASSET-0370,solar_system,9.679899,30.890345,2008-12-26,2009-02-08,offline,high,Maputo,,20.49
ASSET-0371,borehole,7.047773,43.420764,2018-09-18,2020-01-13,degraded,low,Juba,83,
ASSET-0372,borehole,9.906867,29.759919,2012-03-02,2016-01-06,degraded,high,Bujumbura,110,
ASSET-0373,solar_system,-4.772088,29.193686,2020-07-19,2021-01-03,operational,high,Antananarivo,,36.44
ASSET-0374,borehole,3.764403,33.393065,2008-09-24,2018-02-05,operational,medium,Djibouti City,89,
ASSET-0375,solar_system,11.57614,40.7746,2017-12-19,2020-07-29,operational,low,Kigali,,42.52
ASSET-0376,solar_system,1.374338,44.033243,2006-08-31,2014-05-31,operational,medium,Nairobi,,37.0
ASSET-0377,borehole,6.880611,37.272895,2015-10-30,2023-10-23,operational,high,Bujumbura,41,
ASSET-0378,solar_system,-3.928885,31.621892,2009-04-06,2018-07-10,degraded,medium,Juba,,36.9
ASSET-0379,solar_system,0.948013,26.918318,2013-10-24,2020-04-21,degraded,medium,Maputo,,4.14
ASSET-0380,borehole,-3.247433,41.477946,2019-01-08,2022-06-20,operational,low,Mogadishu,46,
ASSET-0381,borehole,14.541154,34.471413,2007-08-05,2014-08-04,critical,medium,Maputo,104,
ASSET-0382,solar_system,7.837328,32.750542,2013-04-28,2023-05-02,operational,low,Dar es Salaam,,3.66
ASSET-0383,solar_system,0.268016,41.741575,2017-08-28,2018-06-06,operational,medium,Antananarivo,,6.19
ASSET-0384,solar_system,3.279733,40.129138,2010-02-07,2022-08-08,operational,medium,Mwanza,,26.85
ASSET-0385,solar_system,12.633077,34.525246,2006-10-09,2015-09-16,offline,medium,Kisumu,,25.85
ASSET-0386,borehole,13.985096,33.980795,2008-10-01,2013-08-01,critical,low,Kigali,74,
ASSET-0387,borehole,-0.961614,41.451281,2008-04-26,2021-09-29,operational,high,Mogadishu,28,
ASSET-0388,borehole,6.127284,36.041084,2011-03-13,2022-12-07,operational,high,Djibouti City,120,
ASSET-0389,solar_system,3.288848,27.963995,2018-03-10,2019-05-24,offline,medium,Kigali,,6.4
ASSET-0390,solar_system,12.602716,42.557871,2010-12-04,2019-08-06,degraded,medium,Mwanza,,24.44
ASSET-0391,borehole,3.059479,37.36489,2020-04-09,2022-08-09,operational,high,Lilongwe,62,
ASSET-0392,borehole,9.914996,43.4167,2013-05-10,2013-08-30,operational,high,Kampala,59,
ASSET-0393,solar_system,12.164696,38.697041,2010-02-11,2013-03-17,operational,medium,Dodoma,,39.04
ASSET-0394,solar_system,9.575988,37.099583,2007-01-02,2011-04-20,operational,high,Lilongwe,,21.25
ASSET-0395,solar_system,12.343779,41.420348,2016-07-23,2018-06-04,operational,medium,Entebbe,,21.06
ASSET-0396,borehole,-1.144731,41.658599,2006-04-18,2011-12-21,operational,low,Juba,66,
ASSET-0397,borehole,2.367039,34.284369,2013-11-26,2021-02-09,offline,medium,Lilongwe,50,
ASSET-0398,solar_system,6.880872,28.551674,2015-08-24,2022-04-22,degraded,medium,Dodoma,,42.13
ASSET-0399,solar_system,0.701388,32.731313,2008-08-27,2021-07-27,critical,low,Dar es Salaam,,12.24
ASSET-0400,borehole,0.381672,33.190144,2005-06-14,2023-01-13,offline,medium,Lusaka,80,
ASSET-0401,borehole,7.022839,25.169275,2010-08-30,2017-08-05,degraded,medium,Juba,55,
ASSET-0402,solar_system,12.031723,34.17996,2009-11-23,2020-06-11,operational,medium,Djibouti City,,31.74
ASSET-0403,borehole,5.230274,38.247109,2013-05-24,2019-10-09,degraded,medium,Nairobi,58,
ASSET-0404,borehole,-3.723259,44.767219,2019-05-15,2021-04-09,critical,low,Dodoma,111,
ASSET-0405,solar_system,-2.001414,40.309488,2006-04-11,2019-10-25,operational,medium,Lusaka,,8.29
ASSET-0406,borehole,14.949382,30.188525,2014-05-22,2019-01-03,operational,low,Dodoma,110,
ASSET-0407,borehole,9.530998,29.447264,2016-12-28,2022-05-29,offline,medium,Bujumbura,84,
ASSET-0408,solar_system,11.812774,42.529896,2009-01-23,2015-09-25,operational,low,Juba,,14.04
ASSET-0409,borehole,8.088693,29.44507,2010-01-04,2016-12-23,operational,high,Bujumbura,67,
ASSET-0410,solar_system,0.881022,42.024278,2015-07-22,2016-03-27,critical,medium,Kisumu,,47.3
ASSET-0411,borehole,12.788521,35.009547,2020-04-08,2022-06-28,degraded,medium,Dodoma,39,
ASSET-0412,borehole,1.853398,44.743832,2015-04-07,2016-12-13,operational,medium,Lusaka,119,
ASSET-0413,borehole,1.652589,44.732807,2012-01-12,2013-05-31,operational,low,Dodoma,117,
ASSET-0414,borehole,10.289675,34.791542,2022-02-16,2022-06-16,operational,medium,Kisumu,74,
ASSET-0415,solar_system,14.306557,32.666328,2005-11-06,2017-11-25,operational,medium,Mogadishu,,2.18
ASSET-0416,solar_system,-1.188466,38.534963,2019-01-21,2023-04-02,operational,medium,Entebbe,,18.2
ASSET-0417,borehole,2.67101,36.773414,2008-09-30,2010-04-17,critical,low,Kigali,57,
ASSET-0418,solar_system,6.927398,31.756703,2020-05-28,2021-03-28,operational,high,Entebbe,,18.92
ASSET-0419,borehole,13.961687,43.364108,2014-01-18,2014-05-06,operational,medium,Juba,36,
ASSET-0420,borehole,6.793857,28.379695,2013-03-23,2021-04-12,degraded,low,Nairobi,101,
